"Time (s)","Latitude (°)","Longitude (°)","Height (m)","Velocity (m/s)","Direction (°)","Horizontal Accuracy (m)","Vertical Accuracy (°)"
2.530842233E1,5.238160947E1,4.860644165E0,3.547085030E-1,9.069999695E0,5.660165058E1,1.293530611E2,4.000000002E0
2.632372737E1,5.238119436E1,4.860257419E0,2.924522804E-1,8.670000076E0,2.003905893E2,9.413699332E1,3.000000001E0
2.734633112E1,5.238151898E1,4.860439941E0,2.816430852E-1,1.120000005E0,2.988281133E2,2.805097955E1,3.000000000E0
2.832541466E1,5.238144424E1,4.860465070E0,4.759178841E-1,1.599999964E-1,NaN,2.683748943E1,3.000000000E0
2.932540202E1,5.238146667E1,4.860430347E0,3.993798373E-1,7.099999785E-1,3.487499984E2,1.531945218E1,8.350761528E0
3.032539093E1,5.238145736E1,4.860428358E0,3.619652474E-1,7.099999785E-1,NaN,1.155204379E1,3.000000000E0
3.132537937E1,5.238144596E1,4.860458784E0,4.821434692E-1,6.700000167E-1,NaN,1.114323891E1,3.000000000E0
3.232536721E1,5.238143336E1,4.860489540E0,5.959740719E-1,6.700000167E-1,5.835938164E1,1.066708112E1,3.000000000E0
3.332535613E1,5.238148345E1,4.860474029E0,7.423974127E-1,6.700000167E-1,2.460937825E1,9.481991091E0,3.000000000E0
3.432534444E1,5.238149884E1,4.860465334E0,6.491967347E-1,7.300000191E-1,3.086718684E2,8.056089851E0,3.000000000E0
3.532533264E1,5.238149883E1,4.860479000E0,4.897118732E-1,7.300000191E-1,3.114843686E2,7.672568374E0,3.000000000E0
3.632532132E1,5.238146968E1,4.860477072E0,4.681054121E-1,6.100000143E-1,3.297656214E2,7.192668586E0,3.000000000E0
3.732531035E1,5.238146036E1,4.860511314E0,5.076562231E-1,8.399999738E-1,9.808594717E1,7.129135302E0,3.000000000E0
3.832529855E1,5.238144084E1,4.860497592E0,1.006737445E-1,6.100000143E-1,NaN,7.289002579E0,3.000000000E0
3.932528639E1,5.238142411E1,4.860509491E0,3.660546178E-1,4.300000072E-1,1.072265673E2,6.664755486E0,3.000000000E0
4.032527578E1,5.238132327E1,4.860495855E0,3.439531988E-1,1.052003001E0,NaN,1.450088530E1,1.433415666E0
4.132526422E1,5.238131582E1,4.860462120E0,3.891015835E-1,9.179570431E-1,NaN,1.503883520E1,1.433364518E0
4.232525301E1,5.238129717E1,4.860495706E0,4.061972825E-1,9.274700965E-1,NaN,1.546338604E1,1.407351848E0
4.332524288E1,5.238127898E1,4.860472475E0,3.746222826E-1,6.259282237E-1,NaN,1.406539949E1,1.434664700E0
4.432523108E1,5.238124255E1,4.860467016E0,3.739738669E-1,7.617134402E-1,NaN,1.412755611E1,1.409282228E0
4.532521939E1,5.238124150E1,4.860477904E0,3.902823487E-1,6.258006346E-1,NaN,1.506411727E1,1.435823750E0
4.632520866E1,5.238123211E1,4.860452380E0,3.320026230E-1,7.095786260E-1,NaN,1.566852855E1,1.462549051E0
4.732520163E1,5.238119618E1,4.860422053E0,3.121475047E-1,9.356403110E-1,NaN,1.546565612E1,1.409290286E0
4.832518637E1,5.238120783E1,4.860441906E0,3.188124150E-1,6.902436399E-1,NaN,1.538060586E1,1.462641033E0
4.932517493E1,5.238119394E1,4.860443819E0,3.019943703E-1,8.656708204E-1,NaN,1.651410008E1,1.435566580E0
5.032516360E1,5.238121451E1,4.860433507E0,3.298375709E-1,5.469108219E-1,NaN,1.398894816E1,1.432259194E0
5.132515383E1,5.238122091E1,4.860454798E0,3.266510712E-1,5.132296920E-1,NaN,1.526933207E1,1.434046663E0
5.232514191E1,5.238126502E1,4.860442439E0,3.525848426E-1,5.438851134E-1,NaN,1.366731067E1,1.459945214E0
5.332513165E1,5.238123826E1,4.860437005E0,3.712588586E-1,1.339229612E-1,NaN,1.261019987E1,1.408203546E0
5.432512021E1,5.238123759E1,4.860454731E0,3.848397704E-1,2.454648243E-1,NaN,1.270903310E1,1.433881660E0
5.532510912E1,5.238123325E1,4.860458155E0,3.879742632E-1,2.481378868E-1,NaN,1.392506094E1,1.408710340E0
5.632509875E1,5.238122982E1,4.860459325E0,3.998005511E-1,2.958652761E-1,NaN,1.563053531E1,1.409449973E0
5.732508683E1,5.238129664E1,4.860523755E0,4.347583773E-1,4.761525162E-1,NaN,1.475283866E1,1.434314450E0
5.832507610E1,5.238132510E1,4.860561260E0,4.025826929E-1,2.966271834E-1,NaN,1.265554082E1,1.458897355E0
5.932506537E1,5.238127275E1,4.860559252E0,3.274211893E-1,3.264776401E-1,NaN,1.165052179E1,1.431274195E0
6.032505405E1,5.238126628E1,4.860577030E0,3.162128506E-1,5.017591865E-1,NaN,1.242002330E1,1.432867043E0
6.132504356E1,5.238126652E1,4.860526175E0,3.220964139E-1,5.353890319E-1,NaN,1.171104550E1,1.458006338E0
6.232503176E1,5.238125107E1,4.860507415E0,3.556568045E-1,7.820138237E-1,NaN,1.342805819E1,1.459314868E0
6.332502127E1,5.238123181E1,4.860512481E0,3.598130150E-1,8.361306309E-1,NaN,1.370937303E1,1.433824702E0
